iteration,latency_ns
0,1185953
1,1806791
2,1447534
3,1109147
4,1030857
5,1483573
6,1822332
7,1661478
8,1194074
9,1108310
10,1104190
11,1748841
12,1133809
13,1609157
14,1868328
15,1093877
16,1108652
17,1102014
18,1628390
19,1116942
20,1634249
21,6655399
22,1365684
23,1111631
24,2050551
25,1073133
26,1009539
27,1482592
28,977452
29,1469429
30,1856878
31,983937
32,1033473
33,938294
34,1409123
35,1303632
36,994826
37,1376273
38,918238
39,1346402
40,916207
41,1419843
42,985094
43,896071
44,904588
45,1547311
46,962912
47,1392470
48,9785400
49,1921486
50,1040914
51,913133
52,894375
53,1430485
54,1810388
55,944302
56,875192
57,864430
58,869670
59,1548423
60,1212627
61,947532
62,1328538
63,855258
64,1261895
65,843524
66,860536
67,1365763
68,863659
69,919540
70,858142
71,1197453
72,862394
73,862839
74,1335818
75,1318031
76,872126
77,870581
78,851892
79,905535
80,1316016
81,1378692
82,898173
83,896080
84,1476235
85,1485522
86,971960
87,1647293
88,913940
89,900237
90,899982
91,1385840
92,899072
93,1290983
94,966253
95,912317
96,906396
97,902936
98,1316853
99,899837
100,892175
101,1539734
102,1494627
103,977307
104,905852
105,896792
106,1432389
107,1201807
108,914089
109,858855
110,1514152
111,857038
112,1250004
113,936226
114,859464
115,845085
116,893167
117,855501
118,1320499
119,850805
120,1298399
121,1362372
122,1295177
123,4169209
124,1966469
125,980797
126,1397776
127,992354
128,895310
129,1420931
130,1419106
131,980076
132,868763
133,1251525
134,1093119
135,876122
136,9388098
137,1815134
138,1529887
139,1009436
140,877845
141,908901
142,1372375
143,849782
144,829850
145,1155790
146,1521902
147,1346168
148,839741
149,824959
150,812792
151,870770
152,1235556
153,1250890
154,828618
155,1139632
156,1238060
157,1384703
158,813653
159,1562745
160,934945
161,836120
162,865167
163,858409
164,1312700
165,868763
166,1206636
167,1363427
168,865978
169,862451
170,927607
171,1280234
172,816467
173,1257569
174,816109
175,806558
176,1217130
177,807193
178,1209183
179,807494
180,1390652
181,806261
182,811688
183,812368
184,802624
185,802744
186,3460800
187,1681902
188,1484525
189,1355610
190,824073
191,815540
192,1158831
193,874095
194,1192426
195,816126
196,809484
197,2347599
198,820352
199,1333070
200,1236169
201,816030
202,802578
203,801812
204,806851
205,1255200
206,810431
207,1666411
208,876333
209,1300661
210,807008
211,802055
212,800214
213,794297
214,1239927
215,1156631
216,824341
217,851155
218,804321
219,1411516
220,814943
221,1309882
222,811721
223,805863
224,806088
225,796036
226,812499
227,1170870
228,810263
229,1292903
230,7929551
231,1510428
232,832531
233,796633
234,871969
235,1468917
236,785373
237,769271
238,1228662
239,774628
240,1306837
241,1174549
242,776745
243,767331
244,770586
245,766590
246,1180668
247,776589
248,772889
249,1097713
250,1318460
251,808359
252,805405
253,808404
254,806756
255,1255361
256,1221600
257,801194
258,798063
259,792059
260,1825421
261,823405
262,1596007
263,872163
264,806707
265,809562
266,810522
267,1192748
268,807568
269,1244245
270,890481
271,1238789
272,820497
273,814926
274,818392
275,820834
276,813287
277,833603
278,813781
279,1388308
280,886406
281,1242646
282,812392
283,799727
284,1182650
285,759976
286,1257845
287,763545
288,754596
289,1236091
290,779526
291,1250787
292,1552432
293,875215
294,804815
295,792855
296,803036
297,1252353
298,824221
299,808561
300,1329935
301,834315
302,1303327
303,1258792
304,871261
305,816965
306,811856
307,1576494
308,872455
309,802290
310,1219149
311,1279245
312,1292557
313,805034
314,1441634
315,865237
316,808874
317,809925
318,797906
319,1205681
320,817555
321,2922199
322,1380932
323,833772
324,803971
325,804853
326,792830
327,799336
328,1283447
329,1154212
330,1113279
331,1211614
332,892178
333,1093730
334,1204250
335,2112089
336,896014
337,846301
338,1280926
339,837582
340,1784871
341,931587
342,820007
343,811811
344,805747
345,809410
346,1361976
347,821605
348,1331005
349,813455
350,805743
351,1310009
352,805050
353,808322
354,807090
355,1237298
356,1039806
357,822808
358,815590
359,1414294
