iteration,latency_ns
0,811144
1,1367394
2,821144
3,758312
4,1198499
5,773334
6,1225659
7,750928
8,753380
9,1384835
10,891565
11,1370933
12,880011
13,805644
14,911955
15,1384625
16,798764
17,1391378
18,887642
19,803444
20,799843
21,1424445
22,1375033
23,891968
24,1351243
25,882739
26,1365553
27,804189
28,794321
29,803036
30,1274911
31,860564
32,1942300
33,793267
34,797528
35,801136
36,804568
37,1364053
38,802006
39,1172983
40,1607958
41,808861
42,812525
43,960168
44,886982
45,1461069
46,748733
47,755832
48,1270061
49,823686
50,1256407
51,735833
52,739212
53,737843
54,1145156
55,739933
56,1147826
57,1665442
58,824485
59,761975
60,756977
61,816208
62,1157134
63,748024
64,1082135
65,1255913
66,1182925
67,750578
68,746508
69,746014
70,740785
71,736566
72,1492646
73,1635761
74,1693987
75,848052
76,758324
77,760265
78,722352
79,1214370
80,718969
81,771916
82,1313248
83,709806
84,1193637
85,10666190
86,756611
87,736846
88,751641
89,1522219
90,1464476
91,1886955
92,851834
93,757476
94,738734
95,744296
96,1288886
97,746500
98,743863
99,1254916
100,716782
101,1159828
102,779411
103,701804
104,708859
105,704421
106,694105
107,1173692
108,705686
109,1768651
110,795014
111,703358
112,714466
113,703812
114,1158712
115,711734
116,1088356
117,1227641
118,1207749
119,1206686
120,708970
121,698900
122,693215
123,698938
124,1187820
125,713848
126,707722
127,1135466
128,1608131
129,757690
130,719719
131,715570
132,706898
133,710395
134,1215997
135,1194190
136,1136261
137,696428
138,1105212
139,762733
140,701854
141,702876
142,698092
143,1153150
144,705743
145,1067896
146,756129
147,771307
148,713395
149,1211264
150,701006
151,715158
152,699890
153,701368
154,1769767
155,701076
156,697446
157,701792
158,1242955
159,772362
160,707001
161,697586
162,1618312
163,702933
164,702410
165,702909
166,699358
167,694261
168,1161039
169,1111017
170,1189385
171,1124963
172,696750
173,708941
174,702414
175,702205
176,1282586
177,745857
178,709353
179,1516369
180,915201
181,1142795
182,702497
183,701051
184,696078
185,693651
186,1136108
187,714140
188,1021203
189,780119
190,1266390
191,780087
192,717470
193,708150
194,709654
195,1113465
196,696630
197,690153
198,1128371
199,712031
200,9211466
201,782432
202,722521
203,710403
204,703704
205,706111
206,1456183
207,1658240
208,772394
209,707878
210,697677
211,701991
212,702345
213,1221283
214,1176658
215,1179031
216,741135
217,5963461
218,1006684
219,1362858
220,758061
221,715051
222,1365346
223,829614
224,1101723
225,1629870
226,771624
227,702439
228,705702
229,1194659
230,704738
231,1102649
232,1199641
233,703943
234,1216084
235,705686
236,702242
237,703420
238,665923
239,1222816
240,669376
241,666071
242,1146805
243,784783
244,1074740
245,649917
246,660084
247,656986
248,1151180
249,655742
250,663884
251,729615
252,667365
253,675033
254,1049203
255,701426
256,717478
257,667439
258,654972
259,668770
260,1158765
261,1086952
262,703993
263,667431
264,1634154
265,721339
266,658997
267,652319
268,1183007
269,670287
270,1089679
271,712163
272,665717
273,664815
274,1019596
275,720003
276,1146957
277,664638
278,661646
279,655371
280,1152812
281,740703
282,980146
283,740583
284,1127337
285,677117
286,3380470
287,1464526
288,779510
289,660703
290,1168752
291,721137
