iteration,latency_ns
0,4645813
1,1049607
2,938039
3,1386034
4,949740
5,789596
6,1393857
7,913446
8,785307
9,791277
10,1229866
11,912836
12,1406803
13,1592298
14,810942
15,782238
16,773074
17,12177013
18,878672
19,788582
20,1572023
21,1702160
22,811395
23,776429
24,768155
25,1333173
26,774454
27,767298
28,1298234
29,1087727
30,1574952
31,813686
32,829231
33,822565
34,1354222
35,1274969
36,940400
37,1379087
38,817460
39,823446
40,908416
41,1291823
42,773758
43,1330845
44,775654
45,761040
46,1330713
47,758184
48,778188
49,1242840
50,833129
51,1326820
52,774858
53,776683
54,1311085
55,838378
56,1078061
57,771682
58,1190910
59,1530019
60,944001
61,781583
62,776848
63,1196525
64,720819
65,723498
66,725565
67,725017
68,1037276
69,711278
70,1382660
71,771941
72,792513
73,1149037
74,725990
75,725569
76,727519
77,728693
78,741890
79,1164430
80,1323969
81,706716
82,718117
83,786720
84,723976
85,727053
86,1178743
87,733728
88,1147076
89,1637463
90,791850
91,725644
92,720263
93,712884
94,783973
95,1171385
96,720037
97,716399
98,1361016
99,809665
100,1156812
101,730501
102,730906
103,722299
104,719369
105,807135
106,1314760
107,1789543
108,814819
109,750286
110,736084
111,748275
112,1278977
113,757722
114,736277
115,1365862
116,789267
117,731404
118,1325043
119,830719
120,732182
121,716048
122,1174817
123,1256976
124,744642
125,12341611
126,2467835
127,1077006
128,829931
129,1446887
130,787981
131,787470
132,777458
133,5096260
134,1665026
135,892978
136,1585706
137,806406
138,785192
139,850829
140,769506
141,1380809
142,790403
143,784623
144,1233689
145,866345
146,1348965
147,776465
148,772716
149,776972
150,955417
151,1417255
152,786221
153,1364832
154,767710
155,1257898
156,770067
157,769000
158,762296
159,1314567
160,847212
161,1208049
162,832140
163,763133
164,1201103
165,854677
166,783091
167,1296281
168,786951
169,1192405
170,906508
171,781751
172,1439352
173,845538
174,1468452
175,811911
176,793477
177,1560986
178,820525
179,789946
180,1527192
181,813629
182,1926866
183,1501001
184,780293
185,785607
186,780561
187,776230
188,773425
189,1351368
190,773149
191,1456731
192,1349513
193,822491
194,772778
195,766981
196,1339946
197,777693
198,783066
199,776206
200,1303603
201,832259
202,818474
203,829639
204,1615844
205,824872
206,1331558
207,1049426
208,1558171
209,834571
210,831489
211,822079
212,1401817
213,1333181
214,829681
215,1414821
216,971140
217,3506990
218,946946
219,826211
220,14599317
221,998683
222,1732105
223,1665253
224,912803
225,896566
226,1497791
227,988214
228,893452
229,877544
