iteration,latency_ns
0,1347210
1,758127
2,742993
3,732215
4,1112088
5,801392
6,1293690
7,746751
8,1292977
9,738486
10,715084
11,721397
12,719636
13,1277395
14,1223801
15,782815
16,728903
17,716398
18,1435289
19,727214
20,706309
21,715991
22,1233474
23,797935
24,1400886
25,731507
26,1285878
27,989277
28,798088
29,737638
30,1344450
31,770957
32,1215693
33,760092
34,1745677
35,847195
36,772654
37,766268
38,831003
39,1246424
40,768814
41,1320705
42,765584
43,831646
44,1347099
45,781949
46,780218
47,768888
48,1364345
49,1199294
50,819364
51,760796
52,769795
53,841934
54,825631
55,785493
56,1532631
57,1384958
58,854368
59,758098
60,760417
61,1222445
62,760183
63,1246177
64,10029948
65,1164450
66,837261
67,795483
68,779758
69,1710211
70,1502736
71,755835
72,736525
73,1322362
74,735070
75,722908
76,1180667
77,783449
78,1283896
79,1042644
80,729652
81,1266300
82,813555
83,1166177
84,729327
85,717235
86,1273712
87,795920
88,1407916
89,779885
90,1362565
91,806739
92,1183787
93,723563
94,707161
95,1150051
96,797094
97,727127
98,1193242
99,1139891
100,1380005
101,719662
102,724684
103,1239251
104,773190
105,1316610
106,724507
107,725829
108,1308662
109,790889
110,776507
111,719937
112,724457
113,1707072
114,805170
115,1255291
116,747349
117,1296043
118,763718
119,731070
120,801260
121,940737
122,1582476
123,2111319
124,783610
125,1402910
126,826183
127,993739
128,802096
129,1606191
130,977793
131,783416
132,1350621
133,5756056
134,1125800
135,831110
136,819989
137,1543813
138,1523509
139,840030
140,831349
141,1483482
142,816257
143,819252
144,1397697
145,1516184
146,992107
147,854888
148,1548502
149,832503
150,849646
151,850821
152,1446780
153,1572439
154,831901
155,819545
156,11867025
157,1740502
158,1396560
159,922918
160,819796
161,1031833
162,1321105
163,829907
164,1489188
165,823195
166,928546
167,1447007
168,837690
169,830500
170,927351
171,1442228
172,1773129
173,967205
174,1379944
175,898346
176,892722
177,902758
178,894481
179,1625193
180,2085506
181,912449
182,831069
183,843396
184,1381995
185,848192
186,1476149
187,929655
188,1447819
189,1447526
190,854912
191,840125
192,825613
193,829693
194,1368222
195,835915
196,1975232
197,918967
198,842201
199,844575
200,836594
201,1359471
202,825412
203,1390014
204,897612
205,1455322
206,895943
207,798281
208,770779
209,1276822
210,795686
211,1206067
212,1696628
213,843994
214,773223
215,768336
216,824654
217,764954
218,3205910
219,1332229
220,1395118
221,855691
222,1282664
223,779704
224,853552
225,711669
226,708900
227,1201837
228,730609
229,721017
230,1612486
231,783049
232,715310
233,812371
234,738725
235,736030
236,748828
237,1182114
238,813514
239,1220035
240,809678
241,730382
242,717243
243,720498
244,1494169
245,721899
246,780833
247,1231455
248,717552
249,1232989
250,723905
251,726357
252,720910
253,740200
254,732466
255,10136889
256,1783055
257,911987
258,1403717
259,781962
260,763380
261,747089
262,745688
263,735964
264,1337734
265,1145206
266,786353
267,1219639
268,740839
269,798405
270,737164
271,732384
272,1376809
273,748407
274,1213138
275,720527
276,1201161
277,742293
278,739639
279,738910
280,785579
281,1082798
282,723604
283,714442
284,1371082
285,1555259
286,790993
287,742548
288,727078
289,721920
290,1226079
291,896323
292,1229692
293,704767
294,1143451
295,990191
296,723596
297,711413
298,711772
299,1167417
300,716473
301,710696
302,1324846
303,714335
304,1252555
305,721471
306,708851
307,716712
308,716534
309,1219582
310,726954
311,4034098
312,807988
313,1390970
314,721911
315,689115
316,682094
317,684221
318,710062
319,690290
320,1265027
321,665091
322,700062
323,1158081
324,883959
325,679404
326,668519
327,668963
328,1178257
329,678288
330,1165550
331,674662
332,1039290
333,726175
334,2258217
335,800012
336,681057
337,670562
338,1274849
339,787108
340,1323652
341,686153
342,1036728
343,1276171
344,704858
345,677258
346,676137
347,683549
348,1272760
349,687924
350,675490
351,1139532
352,678143
353,1265895
354,681740
355,732257
356,685778
357,1129875
358,744951
359,1072428
360,674562
361,1103226
362,1082881
363,8661804
364,818841
365,714701
366,1366187
367,1280271
368,814341
369,698851
370,697928
371,1221135
372,692799
373,679886
374,682750
375,1126360
376,1140690
377,1238847
378,682247
379,1300019
380,1107779
381,681241
382,679676
383,679845
384,676211
385,1098249
386,677200
387,1123629
388,1115088
389,1460567
390,795525
391,691777
392,684555
393,682622
394,672066
395,1207897
396,684027
397,1021966
398,1134403
399,658511
400,1103647
401,673664
402,731161
403,675383
404,681658
405,1145271
406,684052
407,1078349
408,730728
409,1024066
410,1066879
411,740802
412,681357
413,2184401
414,691645
415,670682
416,1295907
417,746359
418,673801
419,694879
420,1118762
421,679976
422,1166939
423,686581
424,1294139
425,761794
426,1023848
427,669507
428,668094
429,668412
430,1050839
431,1050962
432,1160883
433,685242
434,1019497
435,1166168
436,674794
437,677081
438,677641
439,677113
440,1127880
441,720008
442,1179736
443,670018
444,1059858
445,1157298
446,659747
447,680439
448,713041
449,1056545
450,947305
451,1449561
452,695596
453,679313
454,1168080
455,706448
456,672445
457,671205
458,670414
459,1208960
460,679746
461,1283905
462,3996153
463,799612
464,1362137
465,810147
466,710429
467,1348747
468,8797932
469,1055519
470,742265
471,1464616
472,1303067
473,784487
474,702765
475,698394
476,1363052
477,704557
478,698303
479,689383
480,857961
481,1251689
482,692456
483,689041
484,1198882
485,697879
486,1278013
487,693911
488,682630
489,1132870
490,1094776
491,1265174
492,686898
493,1127510
494,1202384
495,694714
496,684245
497,675284
498,682168
499,1216108
500,693334
501,1308082
502,675276
503,1144588
504,959518
505,732121
506,716447
507,713869
508,1202245
509,723118
510,720296
511,3955042
512,1363418
513,735915
514,695576
515,684084
516,675943
517,677583
518,681794
519,1219957
520,1215169
521,1196744
522,765057
523,695579
524,678489
525,684154
526,675440
527,1163700
528,694269
529,686787
530,1146293
531,741094
532,1153817
533,742083
534,685852
535,678230
536,677517
537,677739
538,1076882
539,676812
540,671708
541,1505290
542,738836
543,680607
544,672915
545,671065
546,734082
547,1236972
548,686890
549,1221868
550,1194968
551,755197
552,1049727
553,684715
554,679808
555,676714
556,676013
557,1670638
558,688411
559,1111631
560,752610
561,1176164
562,667641
563,680924
564,671308
565,676412
566,675766
567,676104
568,1104549
569,1299273
570,740661
571,1213101
572,680454
573,673620
574,673211
575,669087
576,671959
577,670504
578,1028059
579,680203
580,1097405
581,10672143
582,1117976
583,1382194
584,763161
585,1194391
586,816056
587,1625811
588,778068
589,707318
590,696667
591,692337
592,1209240
593,696655
594,694933
595,1183560
596,673693
597,1579732
598,767348
599,694883
600,683660
601,670781
602,675650
603,1276212
604,1155901
605,754010
606,675325
607,1484636
608,755589
609,679326
610,679717
611,991588
612,678448
613,669718
614,1196459
615,675857
616,682102
617,1052034
618,683182
619,1109740
620,643563
621,636910
622,1057353
623,644186
624,1065144
625,697108
626,647152
627,683912
628,1034169
629,697050
630,1146243
631,647362
632,647296
633,993471
634,715661
635,988408
636,679165
637,641923
638,645681
639,922717
640,766008
641,1229775
642,661481
643,639757
644,1071263
645,628257
646,635888
647,635941
648,640164
649,629353
650,1093144
651,648104
652,1092040
653,645722
654,1059034
655,630131
656,635088
657,634264
658,634726
659,630318
660,970497
661,635912
662,1014307
663,822520
664,1019172
665,680603
666,656888
667,636003
668,640119
669,636761
670,944759
671,639522
672,928427
673,630148
674,693445
675,1084150
676,626733
677,635991
678,636703
679,640721
680,1068279
681,641507
682,643279
683,633111
684,945641
685,1205573
686,665021
687,674423
688,672136
689,678127
690,666603
691,668663
692,1114367
693,673306
694,1198409
695,1114672
696,668305
697,674963
698,671333
699,672973
700,668906
701,673941
702,1095971
703,671098
704,1040218
705,1196584
706,673945
707,686087
708,670681
709,670937
710,672058
711,676342
712,9095481
713,788920
714,1474710
715,1270004
716,2403117
717,787548
718,701055
719,697084
720,1013964
721,662887
722,656418
723,1061342
724,646337
725,1143327
726,3014703
727,824642
728,1293966
729,661873
730,658227
731,656496
732,1088666
733,725137
734,651865
735,723233
736,649480
737,642183
738,651676
739,707153
740,1129088
741,651161
742,1127514
743,1044713
744,1078188
745,642826
746,640292
747,639085
748,640910
749,640609
750,638586
751,1082102
752,645072
753,978914
754,683491
755,640609
756,1099402
757,650975
758,639287
759,642323
760,643271
761,1101257
762,644016
763,1052820
764,754571
765,643588
766,958771
767,1025574
768,646587
769,638562
770,641314
771,857013
772,1092398
773,705669
774,996087
775,683116
776,637428
777,690883
778,941516
779,687442
780,644487
781,632958
782,924500
783,1024738
784,678531
785,637379
786,642537
787,640601
788,634433
789,1071476
790,727230
791,1344981
792,657526
793,1061048
794,1136034
795,633964
796,636332
797,630569
798,923021
799,629160
800,1141526
801,646357
802,695819
803,1045940
804,644523
805,1237767
806,633732
807,633037
808,637478
809,1002329
810,998097
811,642978
812,640284
813,644828
814,1026609
815,691265
816,1036517
817,675333
818,645397
819,637940
820,1049162
821,877008
822,662561
823,655388
824,641606
825,650073
826,997158
827,688395
828,9742600
829,1701469
830,790922
831,1251434
832,692177
833,1194944
834,760269
835,1092980
836,673933
837,668420
838,651305
839,1051643
840,1058143
841,1290819
842,885845
843,721228
844,1097153
845,657692
846,650843
847,648149
848,1038528
849,651144
850,979319
851,1269810
852,664279
853,1204684
854,1105204
855,643942
856,643357
857,647288
858,1020853
859,658811
860,1204663
861,658828
862,645714
863,705225
864,1118478
865,642517
866,648907
867,644988
868,651412
869,1074698
870,694858
871,956728
872,699964
873,636007
874,1067068
875,628434
876,694343
877,639999
878,637482
879,1024174
880,688295
881,649105
882,1426604
883,1126249
884,635570
885,638475
886,636732
887,639513
888,633539
889,694373
890,1046821
891,643407
892,644474
893,936919
894,1102526
895,627536
896,633378
897,631915
898,635319
899,637437
900,646617
901,1054266
902,703544
903,949113
904,962348
905,682889
906,701784
907,1086919
908,638059
909,631084
910,631500
911,634750
912,659933
913,1218214
914,1147735
915,771612
916,1129199
917,694421
918,1118425
919,652479
920,646336
921,647152
922,655442
923,660324
924,1250219
925,916841
926,644123
927,714940
928,645314
929,1383714
930,1178220
931,706012
932,644243
933,1205762
934,636934
935,644058
936,644082
937,638767
938,1193493
939,752309
940,1393697
941,692395
942,685988
943,1392745
944,733344
945,694958
946,681996
947,670319
948,1252868
949,1239643
950,754955
951,729562
952,1039088
953,805458
954,10685056
955,1577931
956,954276
957,925514
958,769247
959,1158155
960,1371638
961,1278408
962,742981
963,743302
964,1218584
965,1270699
966,743624
967,735503
968,733521
969,1152482
970,1437122
971,682906
972,696548
973,1115974
974,752828
975,1160112
976,690124
977,680578
978,1108491
979,760043
980,987603
981,732384
982,680356
983,674831
984,1089469
985,685877
986,1123666
987,3979779
988,849580
989,1335031
990,777442
991,708163
992,694735
993,693334
994,1175220
995,697796
996,1638991
997,798891
998,684076
999,678428
1000,673673
1001,723189
1002,686161
1003,1111029
1004,676610
1005,678036
1006,1099613
1007,1173325
1008,926836
1009,687701
1010,673080
1011,682247
1012,676042
1013,687010
1014,1339760
1015,682128
1016,661061
1017,1184590
1018,635052
1019,646517
1020,642541
1021,642184
1022,640250
1023,644099
1024,1276151
1025,663348
1026,1050176
1027,1145115
1028,754506
1029,1040629
1030,636090
1031,637395
1032,645063
1033,639163
1034,645821
1035,1116274
1036,648681
1037,642101
1038,1526141
1039,723847
1040,688889
1041,678588
1042,687813
1043,680587
1044,1134938
1045,685650
1046,680780
1047,686569
1048,1510300
1049,758930
1050,682564
1051,737185
1052,680285
1053,681299
1054,1135626
1055,675119
1056,668761
1057,1194927
1058,1187602
1059,679071
1060,680990
1061,678361
1062,678708
1063,766342
1064,1098113
1065,673731
1066,1100132
1067,1028228
1068,688237
1069,757958
1070,1618963
1071,794424
1072,743616
1073,1228185
1074,717144
1075,1217999
1076,726200
1077,1212771
1078,912020
1079,717292
1080,699860
1081,702835
1082,1103638
1083,702365
1084,1107679
1085,781566
1086,1075972
1087,1136360
1088,761608
1089,713119
1090,699584
1091,698533
1092,1016445
1093,690389
1094,1149425
1095,3812404
1096,851257
1097,779510
1098,687768
1099,676915
