iteration,latency_ns
0,1165333
1,755539
2,816274
3,1296191
4,6392966
5,831497
6,718483
7,1635493
8,1184466
9,826776
10,1087887
11,1278792
12,700338
13,704038
14,736533
15,740476
16,1425726
17,745552
18,1274321
19,9540089
20,1157327
21,864096
22,828749
23,815157
24,1445878
25,905234
26,978437
27,1602907
28,871862
29,854714
30,3189487
31,1348437
32,1514284
33,861892
34,1579847
35,858052
36,844422
37,1488937
38,865044
39,1457386
40,1261870
41,877659
42,1342415
43,878874
44,804716
45,1446863
46,798001
47,1258381
48,797411
49,1817403
50,867021
51,790564
52,1297860
53,793210
54,1402209
55,800189
56,802356
57,1305506
58,1338100
59,739495
60,745548
61,1122286
62,746117
63,1255117
64,745111
65,1169778
66,759021
67,1263835
68,755498
69,747715
70,744012
71,731795
72,1336687
73,799563
74,742569
75,1279677
76,1194309
77,815136
78,1220686
79,1237693
80,1251170
81,731524
82,749816
83,1228271
84,756434
85,1260882
86,751181
87,742219
88,1254569
89,1123539
90,702588
91,704112
92,698385
93,1166638
94,1176230
95,765106
96,703729
97,1554982
98,748502
99,708471
100,707474
101,707730
102,701269
103,1223314
104,1050134
105,1962654
106,1304109
107,694237
108,711924
109,722566
110,701434
111,1236503
112,743471
113,744382
114,1243515
115,1274532
116,737712
117,748325
118,748696
119,751464
120,754118
121,10698133
122,2180771
123,920817
124,1394299
125,958083
126,789110
127,751799
128,5162461
129,1866186
130,865492
131,906784
132,1619400
133,823496
134,806748
135,1539050
136,1376516
137,937681
138,863214
139,1351676
140,1537015
141,925938
142,859432
143,1401641
144,986120
145,911856
146,1476717
147,969785
148,1744676
149,899607
150,2234984
151,995679
152,920735
153,1465268
154,1386800
155,902775
156,997414
157,1906514
158,932913
159,848567
160,1411163
161,935872
162,1358589
163,917187
164,920808
165,1143014
166,1777747
167,4810354
168,1612643
169,991143
170,890522
171,867610
172,1465135
173,1384023
174,1444012
175,846132
176,868660
177,876900
178,945625
179,1505508
180,1381695
181,982297
182,1397805
183,834814
184,791660
185,787219
186,1355912
187,798339
188,870824
189,1356974
190,1183037
191,881429
192,801141
193,802557
194,799076
195,1330078
196,805433
197,888965
198,1394282
199,1124152
200,867375
201,9430177
202,1032953
203,794775
204,1400026
205,850528
206,751534
207,750636
208,1325151
209,1404574
210,743315
211,746652
212,1254203
213,829153
214,822158
215,749207
216,745655
217,1153693
218,786424
219,715974
220,1031969
221,1160722
222,746434
223,698875
224,699959
225,699600
226,1236639
227,750813
228,1205421
229,702344
230,1386401
231,694755
232,697529
233,1246338
234,715553
235,710560
236,717939
237,1202054
238,705612
239,1230463
240,695938
241,720242
242,2022741
243,2966091
244,815434
245,731053
246,749920
247,1283385
248,742944
249,755717
250,836384
251,1332362
252,756871
253,1474080
254,753063
255,777158
256,1241744
257,783642
258,794239
259,1276180
260,876505
261,1274144
262,800556
263,792228
264,1292054
265,1298041
266,900138
267,863943
268,1286509
269,911737
270,1449351
271,852827
272,1421507
273,842251
274,856980
275,818350
276,1310677
277,1187820
278,865175
279,1300063
280,1343333
281,787556
282,832721
283,794865
284,1312729
285,857636
286,1406066
287,753413
288,1275694
289,785703
290,740200
291,746302
292,750896
293,759767
294,753339
295,1174916
296,1311497
297,764570
298,755857
299,749425
300,848769
301,1215869
302,762523
303,750913
304,1166738
