iteration,latency_ns
0,5848436
1,982194
2,915996
3,1330309
4,824307
5,1490008
6,1076297
7,1490115
8,883753
9,878120
10,789493
11,1437156
12,802752
13,1439883
14,788043
15,796650
16,1119624
17,1480701
18,794672
19,791652
20,1368515
21,780853
22,785526
23,784136
24,1278277
25,1599941
26,875693
27,1391394
28,1500169
29,814971
30,759153
31,757488
32,1294778
33,758609
34,1580552
35,1190024
36,781809
37,740217
38,744394
39,750620
40,1163424
41,751674
42,1265158
43,745240
44,739220
45,1598437
46,750991
47,748976
48,1099011
49,749598
50,7317194
51,3165578
52,798624
53,746264
54,1241014
55,777529
56,1320421
57,1331949
58,1141836
59,702065
60,1251962
61,982849
62,1248246
63,699069
64,693231
65,694933
66,695279
67,1179093
68,705702
69,1142730
70,782650
71,1261042
72,701867
73,698040
74,724367
75,750797
76,741577
77,1181059
78,735792
79,1525182
80,748325
81,1277427
82,763231
83,758110
84,761349
85,11735619
86,1407438
87,1269518
88,805087
89,1281824
90,722104
91,714582
92,713143
93,705752
94,4373561
95,1847757
96,978779
97,1295726
98,891193
99,762997
100,1183568
101,712423
102,1187894
103,771249
104,706053
105,694348
106,1321204
107,704941
108,1202784
109,718030
110,701793
111,1209035
112,790074
113,1211774
114,709839
115,1132310
116,759536
117,1306203
118,702913
119,698732
120,695143
121,1513950
122,739714
123,698348
124,699757
125,1043040
126,1171896
127,702373
128,888532
129,1305214
130,700858
131,1192273
132,711376
133,1205783
134,1158798
135,705077
136,700297
137,699325
138,696111
139,1439113
140,702168
141,769490
142,1113506
143,765057
144,709662
145,708208
146,713135
147,712706
148,1083861
149,695259
150,887860
151,1091814
152,682750
153,1183114
154,704223
155,701813
156,697660
157,704363
158,1128351
159,712842
160,1183811
161,1674667
162,781995
163,695929
164,698941
165,702658
166,697376
167,1022443
168,662277
169,664950
170,1085443
171,705872
172,992408
173,887106
174,673401
175,660196
176,659941
177,659187
178,1138025
179,665071
180,1010351
181,644285
182,962586
183,1117873
184,750117
185,664740
186,1024442
187,667958
188,4147569
189,1061461
190,741688
191,678328
192,670460
193,679198
194,9750218
195,1433201
196,730118
197,1162651
198,700087
199,679882
200,678938
201,669491
202,685575
203,1197605
204,898572
205,1493848
206,783276
207,1473738
208,704466
209,701182
210,710078
211,1242840
212,730324
213,1294390
214,705526
215,1220838
216,702905
217,734860
218,701092
219,703391
220,1267634
221,713193
222,1205429
223,688711
224,699531
225,1108624
226,761427
227,705538
228,701805
229,764744
230,1215989
231,710198
232,1213455
233,686474
234,1278021
235,718710
236,706556
237,705158
238,710190
239,1177920
240,706148
241,741671
242,1209574
243,1175402
244,706214
245,696132
246,698991
247,695193
248,696585
249,696185
250,1269855
251,1166696
252,793317
253,1206640
254,728272
255,727596
256,721087
257,716246
258,1109340
259,708883
260,1177100
261,702180
262,1102007
263,745655
264,760269
265,718265
266,714491
267,1234813
268,704248
269,706799
270,1352558
271,764468
272,1129867
273,783893
274,706313
275,794606
276,712657
277,1271371
278,827229
279,715319
280,1201532
281,751399
282,740484
283,1086758
284,722924
285,685032
286,1077385
287,708265
288,670538
289,667884
290,668461
291,665923
292,1464242
293,682161
294,702229
295,1121951
296,740752
297,1076647
298,937932
299,697199
300,677699
301,685114
302,1218894
303,668024
304,1030655
305,662919
306,1134473
307,1105789
308,698406
309,11655627
310,920545
311,737737
312,1348965
313,1155383
314,1204238
315,719253
316,706164
317,702287
318,1130184
319,702839
320,767607
321,1084599
322,750847
323,1143722
324,737840
325,705620
326,700495
327,700527
328,1125664
329,692127
330,704038
331,698081
332,1105656
333,766614
334,1024619
335,699828
336,705368
337,693540
338,680438
339,1087302
340,757060
341,1079152
342,1224687
343,655557
344,710565
345,664687
346,658309
347,1039608
348,668235
349,658536
350,666694
351,987909
352,1036938
353,1127683
354,656162
355,669330
356,663575
357,713828
358,1115075
359,660628
360,659615
361,665384
362,997352
363,1098113
364,648969
365,667065
366,667641
367,665783
368,659833
369,662837
370,1151468
371,664630
372,662400
373,984040
374,1151249
375,655540
376,665297
377,661099
378,667674
379,661366
380,1117111
381,660287
382,668279
383,1166766
384,1096193
385,646299
386,658083
387,653769
388,664065
389,660851
390,657283
391,1089654
392,659961
393,1047016
394,1014215
395,762609
396,1041289
397,689375
398,667777
399,668444
400,670426
401,677390
402,1198936
403,926828
404,1023967
405,667732
406,636410
407,674797
408,636333
409,727815
410,741531
411,1117102
412,642361
413,1089419
414,675020
415,630627
416,1176729
417,790564
418,677917
419,628740
420,703771
421,1116542
422,637028
423,1266576
424,632551
425,919535
426,677851
427,628315
428,621702
429,659768
430,657831
431,1032798
432,653530
433,1185945
434,653983
435,1002852
436,8847106
437,1010145
438,684723
439,654082
440,1307813
441,664012
442,1138770
443,657246
444,1155419
445,1106914
446,718726
447,664876
448,661230
449,659533
450,1195335
451,665906
452,1130126
453,652805
454,1061963
455,716246
456,658993
457,663504
458,677352
459,747213
460,1100350
461,669174
462,1078456
463,685811
464,672042
465,1088282
466,653472
467,653559
468,664353
469,669095
470,650926
471,1172357
472,685951
473,1556441
474,650031
475,1127600
476,671407
477,659809
478,655981
479,664325
480,986697
481,2291887
482,727304
483,1195904
484,671700
485,1141299
486,667316
487,674806
488,684060
489,711426
490,1065243
491,704005
492,1213554
493,1372025
494,715587
495,1242399
496,721194
497,705842
498,712971
499,712950
500,709362
501,1111549
502,695872
503,1236494
504,1731771
505,776004
506,698513
507,689535
508,692172
509,1193757
510,708863
511,1147859
512,1116917
513,1073537
514,1321570
515,710416
516,699098
517,703779
518,697998
519,1121775
520,1216702
521,755704
522,704998
523,861484
524,1408340
525,706959
526,799118
527,1443901
528,1122693
529,695311
530,4169241
531,1481578
532,841233
533,1256494
534,676294
535,671267
536,1040530
537,713679
538,659105
539,666546
540,692102
541,707417
542,1711265
543,8824687
544,771105
545,1285730
546,879526
547,710716
548,709304
549,702794
550,1678066
551,2386092
552,729834
553,1240895
554,791735
555,1255283
556,707162
557,1169357
558,1286748
559,712632
560,712493
561,1157690
562,658499
563,1150191
564,665985
565,1005630
566,756067
567,668288
568,1123555
569,666895
570,662199
571,986706
572,1081571
573,697528
574,658174
575,657873
576,1047287
577,670456
578,1088753
579,731759
580,664291
581,1093363
582,727762
583,1036098
584,662095
585,661412
586,661919
587,1032938
588,661066
589,1069997
590,655664
591,703453
592,1096588
593,645731
594,664390
595,671469
596,672346
597,1066454
598,714911
599,1228836
600,668242
601,1126913
602,741654
603,1242209
604,669838
605,668572
606,667415
607,1019127
608,1119076
609,676384
610,1034672
611,668346
612,1039933
613,4155712
614,889896
615,688637
616,674711
617,1189295
618,762404
619,1568434
620,728400
621,660134
622,709638
623,655441
624,1062750
625,675510
626,671382
627,902573
628,1317240
629,749454
630,1081419
631,654885
632,658754
633,655548
634,869015
635,1281330
636,671073
637,1384393
638,669829
639,1594251
640,656278
641,659475
642,654478
643,656496
644,661695
645,1325720
646,697425
647,1186951
648,669207
649,1055391
650,635953
651,663876
652,660002
653,9400203
654,767587
655,734300
656,1949428
657,1321624
658,876472
659,699769
660,693750
661,1125581
662,710688
663,1104108
664,1211823
665,703881
666,1107906
667,748342
668,702531
669,763417
670,706548
671,1205820
