iteration,latency_ns
0,924224
1,813463
2,1217934
3,788352
4,1323165
5,782230
6,777586
7,1333210
8,1373682
9,915630
10,793979
11,1237265
12,802421
13,10316542
14,3118093
15,824773
16,760846
17,741375
18,1456739
19,739043
20,1261697
21,758823
22,1147253
23,843841
24,753598
25,746376
26,743455
27,744650
28,1214225
29,805211
30,1159918
31,823463
32,1319646
33,742166
34,743496
35,746117
36,691459
37,703664
38,1215108
39,696103
40,1108442
41,1603508
42,772695
43,705637
44,698373
45,3372778
46,740241
47,1410569
48,774553
49,2080184
50,760059
51,704536
52,702571
53,697466
54,699411
55,1310401
56,696177
57,1151583
58,748227
59,1285586
60,709848
61,699452
62,699152
63,692036
64,1177961
65,702262
66,693998
67,1106300
68,771183
69,1177829
70,697408
71,753364
72,699869
73,692481
74,703745
75,698731
76,1151567
77,708063
78,1720923
79,1142346
80,701311
81,694348
82,743665
83,702213
84,1066755
85,707717
86,1217510
87,732838
88,1148914
89,1149206
90,735722
91,731680
92,1226701
93,787585
94,729521
95,735153
96,1266296
97,1220093
98,734943
99,716749
100,699625
101,702876
102,697466
103,1425022
104,1390829
105,845065
106,1150739
107,702806
108,695847
109,697796
110,694999
111,1212166
112,706028
113,707400
114,1118290
115,1292508
116,698682
117,717923
118,710256
119,698327
120,1131713
121,715689
122,713324
123,9290168
124,1691692
125,839012
126,787334
127,752292
128,739248
129,1429777
130,764093
131,750773
132,1562836
133,1346245
134,786423
135,770689
136,803815
137,799102
138,811210
139,1350968
140,817481
141,1377872
142,1335151
143,802748
144,800832
145,804688
146,799018
147,1381176
148,791260
149,1412085
150,853853
151,1417400
152,805697
153,802698
154,804457
155,1317232
156,820669
157,1373780
158,777693
159,1542581
160,802323
161,797510
162,793107
163,1439075
164,799369
165,821527
166,1207654
167,740880
168,1299153
169,760178
170,742820
171,1212718
172,1277069
173,812932
174,749388
175,744485
176,1378107
177,1121915
178,824510
179,5183766
180,1691341
181,819665
182,761707
183,742066
184,1386409
185,755304
186,1870141
187,782044
188,751897
189,756470
190,804465
191,810769
192,1495002
193,803452
194,788422
195,1539182
196,794565
197,794795
198,804395
199,785798
200,1283917
201,748210
202,742309
203,1179909
204,866563
205,1231860
206,761843
207,744844
208,751156
209,755564
210,1275195
211,1120267
212,820711
213,1189513
214,747065
215,741173
216,748185
217,809619
218,1248254
219,753669
220,1105052
221,9251320
222,1619700
223,786060
224,776012
225,765791
226,757220
227,1313565
228,1273848
229,1338195
230,875978
231,3368274
232,758291
233,708801
234,3253286
235,751465
236,1362598
237,698472
238,695645
239,1212092
240,767677
241,712950
242,703705
243,703214
244,1128713
245,1720742
246,783041
247,1090256
248,1064781
249,754971
250,700313
251,700899
252,700388
253,1168999
254,760327
255,1100392
256,811696
257,1143896
258,691859
259,698122
260,705509
261,695896
262,695745
263,696580
264,1175151
265,709192
266,1094117
267,768263
268,1102332
269,703337
270,698389
271,701612
272,706094
273,1193946
274,692605
275,690389
276,698389
277,800856
278,708413
279,708891
280,709637
281,759873
282,700128
283,1180820
284,704170
285,1574726
286,748564
287,1066121
288,770672
289,706263
290,696453
291,693927
292,697215
293,1215976
294,1165324
295,755375
